QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
39,Post,US_BR,data/context_key=US_CONTEXT/source=rep_alignment/sugg_posted_date=current_date/,rep_alignment,|,parquet,customer_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct 
rep.salesforce_id,rep.business_unit_id ,rep.product_id from src  rep
inner join
(
select distinct TRC.salesforce_id,TRC.sleeve_name_short, TRC.business_unit_id from team_resp_code TRC
inner join
(select SOURCE_PRODUCT_NAME from m_prod_xref
WHERE SOURCE_NAME='TEAM_RESP_CD' AND ACTIVE ='Y') XREF
on UPPER(TRIM(concat(TRC.salesforce_id,'_',TRC.brand_id)))=UPPER(TRIM(XREF.SOURCE_PRODUCT_NAME))) TRCM
on upper(rep.salesforce_id)= replace(replace (trcm.sleeve_name_short,' ','_'),'-','_')
and rep.business_unit_id = concat('US_',trcm.business_unit_id)
union 
select distinct 
rep.salesforce_id,rep.business_unit_id,rep.product_id  from src rep
inner join
(
select distinct TRC.salesforce_id,TRC.sleeve_name_short, TRC.business_unit_id from team_resp_code TRC
inner join
(select SOURCE_PRODUCT_NAME from m_prod_xref
WHERE SOURCE_NAME='TEAM_RESP_CD' AND ACTIVE ='Y') XREF
on UPPER(TRIM(concat(TRC.salesforce_id,'_',TRC.brand_id)))=UPPER(TRIM(XREF.SOURCE_PRODUCT_NAME))) TRCM
on upper(rep.salesforce_id||'_TERRITOR')= replace(replace (trcm.sleeve_name_short,' ','_'),'-','_')
and rep.business_unit_id = concat('US_BMBU_',trcm.business_unit_id)

union 
select distinct 
rep.salesforce_id,rep.business_unit_id ,rep.product_id from src rep
inner join
(
select distinct TRC.salesforce_id,TRC.sleeve_name_short, TRC.business_unit_id from team_resp_code TRC
inner join
(select SOURCE_PRODUCT_NAME from m_prod_xref
WHERE SOURCE_NAME='TEAM_RESP_CD' AND ACTIVE ='Y') XREF
on UPPER(TRIM(concat(TRC.salesforce_id,'_',TRC.brand_id)))=UPPER(TRIM(XREF.SOURCE_PRODUCT_NAME))) TRCM
on upper(rep.salesforce_id||'_TERRITO')= replace(replace (trcm.sleeve_name_short,' ','_'),'-','_')
and rep.business_unit_id = concat('US_BMBU_',trcm.business_unit_id)",NA,NA,Not Applicable
40,Post,US_BR,data/employee/,rep_metadata,|,parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(res.veeva_id) 
from
(select distinct r.veeva_id from src r
left join
(select distinct id from veeva_users)vu
on
r.veeva_id=vu.id
where  vu.id = NULL)res",NA,NA,BR : All reps in rep metadata are from Veeva Users object||Error resolution tip : Check from where the Veeva_Id's are coming from and reach out to veeva team
41,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select p.salesforce_id,sugg_key,suggestion_type,count(p.metric_group_sk) 
from src p 
left outer join sugg_map m 
on p.metric_group_sk = m.metric_sk and p.salesforce_id = m.salesforce_id 
group by p.salesforce_id,suggestion_type,sugg_key,m.metric_sk",NA,NA,Not Applicable
42,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT count(distinct guid) from src 
where
(date_add(CAST('currernt_date' AS DATE),30 )<>expiry_date)
and metric_group_sk not like 'PI_INSIGHT_%'",NA,NA,"BR : All BR insights who don t have 30 days as expiry.||Error resolution tip : check if Dates in ""Expiry_date"" column of Pri_sugg file should has 30 days ahead of the current date. "
43,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from
(
select guid from src
where entities.`values`['product'].id ='US_304528_DS150'
and (entities.`values`['product'].external_id not in ('Taltz_PsO')
 or salesforce_id not in ('Derm_1' , 'Derm_2' , 'DERM_RHEUM_HYB')
 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))
 
 union ALL
 
 select guid from src
where entities.`values`['product'].id ='US_304528_DS152'
and (entities.`values`['product'].external_id not in ('Taltz_PsA')
 or salesforce_id not in ('Rheum_1' , 'Rheum_2' , 'DERM_RHEUM_HYB')
 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))
 
 union all 
 
 select guid from src
where entities.`values`['product'].id ='US_708127_420004'
and (entities.`values`['product'].external_id not in ('LEBRI')
 or salesforce_id not in ('Derm_1' , 'Derm_2' , 'DERM_RHEUM_HYB')
 or business_unit_id not in ('US_PR' , 'US_BMBU_IMM'))
 )a",NA,NA,BR : Generated insights have mismatched product- sleeve mapping||Error resolution tip : check if pri_sugg file Product_ids are aligned to right Business Unit and right Salesforce_IDs.
44,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
(select distinct metric_group_sk from src where insights.insight_text[0] like '%Ã¢â‚¬â„¢%'
and metric_group_sk not like 'PI_INSIGHT%'
union all
select distinct metric_group_sk from src where insights.insight_text[0] like '%Ã‚%'
and metric_group_sk not like 'PI_INSIGHT%'
union all 
select distinct metric_group_sk from src where insights.insight_text[0] like '%0.0%'
and metric_group_sk not like 'PI_INSIGHT%'
union all 
select distinct metric_group_sk from src where insights.insight_text[0] like '%999%'
and metric_group_sk not like 'PI_INSIGHT%'
union all 
select distinct metric_group_sk from src where insights.insight_text[0] like '%!@#$%^&*%'
and metric_group_sk not like 'PI_INSIGHT%'
) a",NA,NA,BR : Special characters are present in the output of generated BR insights in the Pri Sugg file.||Error resolution tip : Check Insights text of BR insights in Pri sugg file for presence of unwanted characters.
45,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
(
select metric_group_sk from src
where action_integration_key not in ('Insight_vod')
and metric_group_sk not like 'PI_INSIGHT%'
)a",NA,NA,"BR : Suggestion type other than Insights are present for BR.||Error resolution tip : Check ""action_integration_key"" in Pri sugg file for Suggestion type other than ""Insight_vod"""
46,Post,US_BR,04_ARCHIVAL/date=current_date/BR/PRIORITIZED_SUGGESTIONS/,pri_sugg,|,parquet,guid,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
(
select guid from src
where rep_id is not null
group by guid having count(*)>1)a",NA,NA,"BR :Duplicates are present in Pri_sugg||Error resolution tip : Check for duplicates in Pri_sugg on ""Guid"" level, duplicates should not be present at this level."
47,Post,US_BR,02_OUTPUT_FILES/INGESTIONS/MASTER/LDG_HCP_TERR_ALIGNMENT/,hcp_rep_terr,|,parquet,rep_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count (*) from (select distinct rep_id from po_alignment
where rep_id is not null
except
select distinct rep_id from hcp_rep_terr where UPPER(terr_rep_current_flg) = 'TRUE') t
where 'current_date'='PO_START_DATE'",NA,NA,BR: All rep ids in rep alignment not present in hcp terr for first run||Error resolution tip : check the rep ids are present in HCP_TERR file and SFTU file
48,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_APV_DOC/,LDG_VEEVA_APV_DOC,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_APV_DOC.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_APV_DOC file is according to the standard fomat"
49,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,global__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
50,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
51,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
52,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,mayedit,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
53,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,override_lock_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
54,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,lilly_version_difference__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_CALL_KEY_MSG
55,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,call_date_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct call_date_vod__c) from src where (length(call_date_vod__c) <10 or length(call_date_vod__c) > 10),NA,NA,"BR : Length Pass check for ""call_date_vod__c"" column in LDG_CALL_KEY_MSG.||Error resolution tip : Check if the length of ""call_date_vod__c"" column in LDG_CALL_KEY_MSG file is according to the standard fomat"
56,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_CALL_KEY_MSG.||Error resolution tip : Check if the length of ""createddate"" column in LDG_CALL_KEY_MSG file is according to the standard fomat"
57,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for "" lastmodifieddate"" column in LDG_CALL_KEY_MSG.||Error resolution tip : Check if the length of "" lastmodifieddate"" column in LDG_CALL_KEY_MSG file is according to the standard fomat"
58,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_CALL_KEY_MSG/,LDG_CALL_KEY_MSG,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_CALL_KEY_MSG.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_CALL_KEY_MSG file is according to the standard fomat"
59,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_ACCOUNTS/,LDG_VEEVA_ACCOUNTS,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_ACCOUNTS.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_ACCOUNTS file is according to the standard fomat"
60,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,CLM_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CALL2
61,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,Call_Datetime_Local__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct Call_Datetime_Local__c) from src where (length(Call_Datetime_Local__c) <19 or length(Call_Datetime_Local__c) > 19),NA,NA,"BR : Length Pass check for ""Call_Datetime_Local__c"" column in LDG_VEEVA_CALL2.||Error resolution tip : Check if the length of ""Call_Datetime_Local__c"" column in LDG_VEEVA_CALL2 file is according to the standard fomat"
62,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,Call_Datetime_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct Call_Datetime_vod__c) from src where (length(Call_Datetime_vod__c) <24 or length(Call_Datetime_vod__c) > 24),NA,NA,"BR : Length Pass check for ""Call_Datetime_vod__c"" column in LDG_VEEVA_CALL2.||Error resolution tip : Check if the length of ""Call_Datetime_vod__c"" column in LDG_VEEVA_CALL2 file is according to the standard fomat"
63,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,call_date_vod__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count( distinct call_date_vod__c) from src where (length(call_date_vod__c) <10 or length(call_date_vod__c) > 10),NA,NA,"BR : Length Pass check for ""call_date_vod__c"" column in LDG_VEEVA_CALL2.||Error resolution tip : Check if the length of ""call_date_vod__c"" column in LDG_VEEVA_CALL2 file is according to the standard fomat"
64,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_CALL2.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_CALL2 file is according to the standard fomat"
65,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_CALL2.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_CALL2 file is according to the standard fomat"
66,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2/,LDG_VEEVA_CALL2,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CALL2
67,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DISCUSSION/,LDG_VEEVA_CALL2_DISCUSSION,",",parquet,call_date_vod__c ,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct call_date_vod__c) from src where (length(call_date_vod__c) <10 or length(call_date_vod__c) > 10),NA,NA,"BR : Length Pass check for ""call_date_vod__c"" column in LDG_VEEVA_CALL2_DISCUSSION||Error resolution tip : Check if the length of ""call_date_vod__c"" column in LDG_VEEVA_CALL2_DISCUSSION file is according to the standard fomat"
68,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DISCUSSION/,LDG_VEEVA_CALL2_DISCUSSION,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or 
length(lastmodifieddate) > 24)",NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_CALL2_DISCUSSION.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_CALL2_DISCUSSION file is according to the standard fomat"
69,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DTL/,LDG_VEEVA_CALL2_DTL,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CALL2_DTL
70,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DTL/,LDG_VEEVA_CALL2_DTL,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CALL2_DTL
71,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DTL/,LDG_VEEVA_CALL2_DTL,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_CALL2_DTL.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_CALL2_DTL file is according to the standard fomat"
72,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CALL2_DTL/,LDG_VEEVA_CALL2_DTL,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(createddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_CALL2_DTL.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_CALL2_DTL file is according to the standard fomat"
73,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,default_presentation_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
74,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,deploy__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
75,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,hidden_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
76,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
77,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
78,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,approved_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
79,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,training_vod__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRESENTATION
80,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_CLM_PRESENTATION.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_CLM_PRESENTATION file is according to the standard fomat"
81,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_CLM_PRESENTATION.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_CLM_PRESENTATION file is according to the standard fomat"
82,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRESENTATION/,LDG_VEEVA_CLM_PRESENTATION,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_CLM_PRESENTATION.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_CLM_PRESENTATION file is according to the standard fomat"
83,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRSNTN_SLD
84,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,islocked,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRSNTN_SLD
85,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,mayedit,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRSNTN_SLD
86,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,deployed__c,match_lov,Daily,Active,NA,NA,N,"'Yes','No'",2,NA,NA,LOV Pass check for LDG_VEEVA_CLM_PRSNTN_SLD
87,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,createddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct createddate) from src where (length(lastmodifieddate) <24 or length(createddate) > 24),NA,NA,"BR : Length Pass check for ""createddate"" column in LDG_VEEVA_CLM_PRSNTN_SLD.||Error resolution tip : Check if the length of ""createddate"" column in LDG_VEEVA_CLM_PRSNTN_SLD file is according to the standard fomat"
88,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,lastmodifieddate,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct lastmodifieddate) from src where (length(lastmodifieddate) <24 or length(lastmodifieddate) > 24),NA,NA,"BR : Length Pass check for ""lastmodifieddate"" column in LDG_VEEVA_CLM_PRSNTN_SLD.||Error resolution tip : Check if the length of ""lastmodifieddate"" column in LDG_VEEVA_CLM_PRSNTN_SLD file is according to the standard fomat"
89,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,last_modified__c,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct last_modified__c) from src where (length(last_modified__c) <24 or length(last_modified__c) > 24),NA,NA,"BR : Length Pass check for ""last_modified__c"" column in LDG_VEEVA_CLM_PRSNTN_SLD.||Error resolution tip : Check if the length of ""last_modified__c"" column in LDG_VEEVA_CLM_PRSNTN_SLD file is according to the standard fomat"
90,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_CLM_PRSNTN_SLD/,LDG_VEEVA_CLM_PRSNTN_SLD,",",parquet,systemmodstamp,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,SELECT count(distinct systemmodstamp) from src where (length(systemmodstamp) <24 or length(systemmodstamp) > 24),NA,NA,"BR : Length Pass check for ""systemmodstamp"" column in LDG_VEEVA_CLM_PRSNTN_SLD.||Error resolution tip : Check if the length of ""systemmodstamp"" column in LDG_VEEVA_CLM_PRSNTN_SLD file is according to the standard fomat"
91,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,deploy__c,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
92,Post,VEEVA_OBJECTS,01_INPUT_FILES/12_VEEVA_OBJECTS_IDS/LDG_VEEVA_KEY_MSG/,LDG_VEEVA_KEY_MSG,",",parquet,isdeleted,match_lov,Daily,Active,NA,NA,N,"'true','false'",2,NA,NA,LOV Pass check for LDG_VEEVA_KEY_MSG
