QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement,ES
42,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_OUTPUT/job_id=dynamic_JOB_ID/,ml_output,",",parquet,epocrates_match,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct epocrates_match from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from src lateral view explode(mloutput.recommendation) m as ml) ml
left join hcp_universe
on ml.customer_id=hcp_universe.customer_id
where ml.channel IN  (""EPOCRATES_ALERT"")",,,Not Applicable,SIT: Validate Epocrates recommendations in ML output (OMNICHANN-3906)
43,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_OUTPUT/job_id=dynamic_JOB_ID/,ml_output,",",parquet,medscape_match,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct medscape_match from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from src lateral view explode(mloutput.recommendation) m as ml) ml
left join hcp_universe
on ml.customer_id=hcp_universe.customer_id
where ml.channel IN  (""MEDSCAPE_ALERT"",""MEDSCAPE_EMAIL"",""MEDSCAPE_POC"")",,,Not Applicable,SIT: Validate Medscape recommendations in ML output (OMNICHANN-3907)
44,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_OUTPUT/job_id=dynamic_JOB_ID/,ml_output,",",parquet,cadence,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select min(cadence),
max(cadence) from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from src lateral view explode(mloutput.recommendation) m as ml) ml where rationale=""AI_DRIVEN""",,,Not Applicable,SIT: Validate that output is generated for 26 weeks (OMNICHANN-2413)
45,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,dates,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct platform,active_start_date,active_end_date from src
where brand = ""TALTZ_PSORIASIS""",,,Not Applicable,SIT:Validate active start and active end date in SFMC extract (OMNICHANN-2431)
46,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,active_start_date,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct active_start_date from src 
where brand = ""TALTZ_PSORIASIS""",,,Not Applicable,SIT: Validate SFMC recommendation start date and end date (OMNICHANN-2461)
47,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct brand,content_category as content,data_source_code,delivery_source,platform,verso_campaign_id from src
where brand = ""TALTZ_PSORIASIS""",,,Not Applicable,SIT: Validate LOVs in SFMC extract (OMNICHANN-2433)
48,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select 'FINAL OUTPUT',count(*) from src where brand = ""TALTZ_PSORIASIS""
UNION
select 'SUM OF INTERMEDIATE OUTPUT',sum(c) from (
select count(*) as c from medscape_alert_derm
union
select count(*) as c from medscape_email_derm
union
select count(*) as c from doximity_alert_derm
union
select count(*) as c from medscape_poc_derm
union
select count(*) as c from doximity_docspot_derm
union
select count(*) as c from epocrates_alert_derm
union
select count(*) as c from hq_email_derm) a",,,Not Applicable,SIT:Validate # of records in SFMC extract (OMNICHANN-2432)
49,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_INPUT/job_id=dynamic_JOB_ID/,ml_input,",",parquet,fixed_events,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct ml.dimension1 as channel,ml.dimension2 as content,ml.`date` as cadence,
 ml.source from src lateral view explode(fixed_events)m as ml",,,Not Applicable,SIT: Validate fixed events are present in ML Input (OMNICHANN-2415)
50,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Random_Tactics_assignment_post_suppression/,random_tactic_assignment,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from(
SELECT distinct channel_id,content_type_id,cadence
FROM src) a
union all
select count(*) from (
select distinct channel,content, cadence
from  (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml
where channel in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_ALERT','MEDSCAPE_EMAIL','EPOCRATES_ALERT','VEEVA_EMAIL','MEDSCAPE_POC','DOXIMITY_DOCSPOT')
and from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE'
and rationale = 'AI_DRIVEN') b",,,Not Applicable,SIT: Validate TSL (OMNICHANN-2439)
51,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Random_Tactics_assignment_post_suppression/,random_tactic_assignment,",",parquet,channel_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct channel_id,content_type_id from src",,,Not Applicable,SIT: Validate expected channel contenttype combination
52,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Random_Tactics_assignment/,tactic_before_suppression,",",parquet,channel_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'derm random',channel_id,content_type_id,count(*) from src
group by channel_id,content_type_id
union all
select 'derm ml',channel,contenttype,count(*) from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as contenttype,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml where rationale = 'AI_DRIVEN'
and channel in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_ALERT','MEDSCAPE_EMAIL','EPOCRATES_ALERT','MEDSCAPE_POC','VEEVA_EMAIL','DOXIMITY_DOCSPOT')
and from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE'
group by channel,contenttype",,,Not Applicable,SIT: Validate channel-content wise count in random tactics vs ML OUT
53,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Eng_based_Tactic_assignment_13_weeks/,eng_based_Tactic_assignment_13_weeks,",",parquet,exposed_on,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct exposed_on from src
left join interaction_history on interaction_history.customer_id = src.customer_id
and src.assigned_tactic = content_id",,,Not Applicable,SIT: Validate tactics engaged in past 
54,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Recent_Tactics_assignment/,recent_tactics_assignment,",",parquet,exposed_on,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct exposed_on from src
left join interaction_history on interaction_history.customer_id = src.customer_id
and src.assigned_tactic = content_id",,,Not Applicable,SIT: Validate tactics engaged in past (recent_tactic)
55,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_out/job_id=dynamic_JOB_ID/,nba_out,",",parquet,count,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'a',count(*) from src
union 
select 'b',count(distinct action_id) from src",,,Not Applicable,SIT: Validation no duplication in verso recommendation id (OMNICHANN-3909)
56,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_out/job_id=dynamic_JOB_ID/,nba_out,",",parquet,loc,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select loc,channel,rationale,ct from
(select 's3' as loc,channel,ml_rationale.rationalekey as rationale,count(*) as ct from src where  cadence<=""DQM_CADENCE_END_DATE 00:00:00.0""
group by channel,ml_rationale.rationalekey 
union
select 'hdfs',channel,rationale,count(*) from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml 
where from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd')<=  'DQM_CADENCE_END_DATE'
group by channel,rationale
union
select 'dropped_recs',channel_id as channel,rationale,count(*) from tactic_suppressed_recommendations
group by channel_id,rationale) a
order by rationale,channel,loc",,,Not Applicable,SIT: Validate there is no drop b/w hdfs ml out and s3 ml out (post content selection) (OMNICHANN-3910)
57,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,content_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select expo.content_id,count(distinct eng.customer_id)/count(distinct expo.customer_id) as eng_rate
from ( select * from src) expo
left join (select * from interaction_history where engaged_on<>'') eng
on expo.content_id=eng.content_id
where expo.content_id in (select distinct tactic_id from tactic_engagement_rate)
group by expo.content_id",,,Not Applicable,SIT: Validate engaged tactics
58,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Random_Tactics_assignment_post_suppression/,random_tactic_assignment,",",parquet,tactic_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct channel_id,content_type_id,assigned_tactic from src",,,Not Applicable,SIT: Validate random tactic ID is assigned (OMNICHANN-2438)
59,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Recent_Tactics_assignment/,recent_tactics_assignment,",",parquet,dates,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select A.*, tactic_start_date,tactic_end_date from 
(select assigned_tactic,count(*) from src group by assigned_tactic) A 
left join cap_extract on assigned_tactic = verso_tactic_id",,,Not Applicable,SIT: Validate recent tactics (OMNICHANN-2435)
60,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Eng_based_Tactic_assignment_6_weeks/,eng_based_Tactic_assignment_6_weeks,",",parquet,exposed_on,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct exposed_on from src
left join interaction_history on interaction_history.customer_id = src.customer_id
and src.assigned_tactic = content_id",,,Not Applicable,SIT: Validate 6 wk engagement based tactic assignment (OMNICHANN-2437)
61,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Recent_Tactics_assignment/,recent_tactics_assignment,",",parquet,assigned_tactic,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select DISTINCT assigned_tactic FROM src where assigned_tactic in(
select distinct verso_tactic_id from cap_extract where upper(trim(product)) = 'TALTZ' AND
from_unixtime(unix_timestamp(tactic_end_date,'dd-MM-yyyy'),'yyyy-MM-dd') <='DQM_CADENCE_END_DATE')",,,Not Applicable,SIT: Validate Tactics recommended (OMNICHANN-2684)
62,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,sfmc_count,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select 'sfmc extract' as source, brand as pdt ,concat(data_source_code,' ',platform) as channel,count(*) from src group by brand, data_source_code,platform having brand= 'TALTZ_PSORIASIS'
union
select 'ml out' as source,'Taltz_Psoriasis',channel,count(*) from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_out_derm lateral view explode(mloutput.recommendation) m as ml) ml  where rationale = 'AI_DRIVEN'
and channel in ('HQ_EMAIL','DOXIMITY_ALERT','MEDSCAPE_ALERT','MEDSCAPE_EMAIL','EPOCRATES_ALERT','MEDSCAPE_POC','DOXIMITY_DOCSPOT')
and from_unixtime(unix_timestamp(cadence,'MM/dd/yyyy'),'yyyy-MM-dd') <='DQM_CADENCE_END_DATE'
group by channel
order by pdt , channel, source",,,Not Applicable,SIT: Validate SFMC Extract for each brand (OMNICHANN-2463)
63,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Eng_based_Tactic_assignment_13_weeks/,eng_based_Tactic_assignment_13_weeks,",",parquet,engagement_rate,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select A.*, data_source_code,primary_category, engagement_rate from 
(select assigned_tactic,count(*) from (
select * from src
minus
select * from eng_based_tactic_assignment_6_weeks
) b
group by assigned_tactic) A 
left join cap_extract on assigned_tactic = verso_tactic_id
left join tactic_engagement_rate_derm on tactic_id = A.assigned_tactic",,,Not Applicable,SIT: Validate 13 wk engagement based tactic assignment (OMNICHANN-2436)
64,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/context_key=DEFAULT_CONTEXT/entity=hcp_master/,hcp_universe,",",parquet,epocrates_flag,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select count(distinct customer_id) from src where epocrates_match=""NO"" 
union all    
select count(distinct customer_id) from src where epocrates_match=""NO"" and customer_id in(
select distinct lilly_person_id from med_se where epocrates_match =""N""
)
union all
select count(distinct customer_id) from src where epocrates_match=""NO"" and customer_id not in(
select distinct customer_id from src where epocrates_match=""NO"" and customer_id in(
select distinct lilly_person_id from med_se where epocrates_match =""N""
)
)",,,Not Applicable,SIT: Validate Epocrates flag in HCP Universe (OMNICHANN-3903)
65,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/context_key=DEFAULT_CONTEXT/entity=hcp_master/,hcp_universe,",",parquet,medscape_flag,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select count(distinct customer_id) from src where medscape_match=""NO""
union all    
select count(distinct customer_id) from src where medscape_match=""NO"" and customer_id in(
select distinct lilly_person_id from med_se where medscape_match =""N""
)
union all
select count(distinct customer_id) from src where medscape_match=""NO"" and customer_id not in(
select distinct customer_id from src where medscape_match=""NO"" and customer_id in(
select distinct lilly_person_id from med_se where medscape_match =""N""
)
)",,,Not Applicable,SIT: Validate Medscape flag in HCP Universe (OMNICHANN-3902)
66,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/context_key=DEFAULT_CONTEXT/entity=hcp_master/,hcp_universe,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct customer_id, activity_start_date,attendee_type from p2p
inner join src hcp_unv on hcp_unv.customer_id = lpad(lilly_customer_id,11,0)
where from_unixtime(unix_timestamp(activity_start_date,'dd-MM-yyyy'),'yyyy-MM-dd') <='DQM_CADENCE_START_DATE'
and brand_disease_state like '%Derm%'
and upper(trim(ATTENDEE_TYPE)) <>'FACULTY'
and activity_status = 'Confirmed'
and kaiser_opt_flg = 'NO'
and lilly_customer_id is not null",,,Not Applicable,SIT: Validate HCP level P2P Events (OMNICHANN-2403)
67,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/12_VEEVA_OBJECTS/LDG_VEEVA_CALL2_182_DAYS/,ldg_veeva_call2_182_days,",",parquet,veeva_data,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'a',min(createddate), max(createddate) from src
union all
select 'b',min(createddate), max(createddate) from ldg_veeva_call2_dtl_182_days
union all
select 'c',min(createddate), max(createddate) from ldg_veeva_email_activity",,,Not Applicable,SIT: Validate Veeva data pulled from Veeva (OMNICHANN-2391)
68,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,hcp_count,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select count(distinct customer_id) from src
union all 
select count(distinct customer_id) from hcp_universe",,,Not Applicable,SIT: Validate hcp count in interaction history (OMNICHANN-2418)
69,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,hcp_count,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select exposed_on ,engaged_on,acted_on,loaded_on from src",,,Not Applicable,"SIT: Validate the date format for exposed_on, acted, loaded_on, engaged_on (OMNICHANN-2417)"
70,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/ML_OUTPUT/job_id=dynamic_JOB_ID/,ml_output,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct channel,content from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from src lateral view explode(mloutput.recommendation) m as ml) ml",,,Not Applicable,SIT: Validate content type and content recommendation (OMNICHANN-2410)
71,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/ml_models/nba/TALTZ_DERM_3D/nbaDemographic/,demog,",",csv,hcp _count,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'Total Count' as metric ,count(*) as value from src
union 
select 'Distinct Count' as metric, count(distinct customer_id) from src",,,Not Applicable,SIT: Validate no duplicates in demographics (OMNICHANN-2404)
72,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,channel_id,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select channel_id,min(from_unixtime(unix_timestamp(exposed_on,'MM-dd-yyyy'),'yyyy-MM-dd'))
,max(from_unixtime(unix_timestamp(exposed_on,'MM-dd-yyyy'),'yyyy-MM-dd'))
from src GROUP BY channel_id
having channel_id in (""DOXIMITY_ALERT"",""HQ_EMAIL"",""MEDSCAPE_ALERT"",""MEDSCAPE_EMAIL"",""EPOCRATES_ALERT"",""MEDSCAPE_POC"",""DOXIMITY_DOCSPOT"")",,,Not Applicable,SIT : Validate interaction has SFMC backfilling values (OMNICHANN-2402)
73,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/context_key=DEFAULT_CONTEXT/entity=hcp_master/,hcp_universe,",",parquet,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select distinct customer_id from src
minus
select distinct rep_id from rep_alignment",,,Not Applicable,SIT: Validate HCP universe has HCPs with and without rep alignment(OMNICHANN-2401)
74,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/interaction_history/,interaction_history,",",parquet,loaded_on,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,select distinct loaded_on  from src,,,Not Applicable,SIT: Validate loaded on is current date in interaction history (OMNICHANN-2400)
75,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select 'FINAL OUTPUT',count(*) from src where upper(brand) = ""TALTZ_PSORIASIS""
UNION
select 'SUM OF INTERMEDIATE OUTPUT',sum(c) from (
select count(*) as c from medscape_alert_derm
union  
select count(*) as c from medscape_email_derm
union
select count(*) as c from doximity_alert_derm
union  
select count(*) as c from hq_email_derm
union 
select count(*) as c from medscape_poc_derm
union 
select count(*) as c from doximity_docspot_derm
union
select count(*) as c from epocrates_alert_derm
) a",,,Not Applicable,SIT: Validate SOA extract to SFMC (OMNICHANN-2460)
76,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/sfmc_extract/union/DQM_CADENCE_START_DATE/,sfmc_post_processing,",",parquet,,Custom_Query,Daily,Inactive,NA,NA,NA,prerequisite condition,"select distinct brand, delivery_source ,platform from src",,,Not Applicable,SIT: Validate SFMC archival (OMNICHANN-2462) 
77,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/nba_out/job_id=dynamic_JOB_ID/,nba_out,",",parquet,,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select a.cnt1 - b.cnt2 from (
select cast(count(*) as int) as cnt1, 1 as joinn from src
)a
join
(select cast(count(*) as int) as cnt2, 1 as joinn from (select customer_id,ml.`date` as cadence, ml.dimension1 as channel, ml.dimension2 as content,ml.rationale, ml.source from ml_output lateral view explode(mloutput.recommendation) m as ml) ml
)b
on a.joinn = b.joinn",,,Mismatch in count between ml_out and nba_out,count check  ml_out vs nba_out
78,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/context_key=DEFAULT_CONTEXT/entity=hcp_master/,hcp_universe,",",parquet,dimension_value,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select 'COLORADO'as flg_name, 'GCCP',h.COLORADO_OPT_FLG as opt_flg,
count(distinct customer_id)
from src
left join 
(
SELECT *,
CASE WHEN UPPER(TRIM(`STATE_OPT-OUT`))='OUT' THEN 'YES'
     WHEN UPPER(TRIM(`STATE_OPT-OUT`))='IN' THEN 'NO' ELSE 'NO' END AS COLORADO_OPT_FLG	
FROM gccp
where TRIM(UPPER(level))='ENTITLEMENT' and TRIM(UPPER(entitlement))='COMMERCIAL'
) h 
on UPPER(TRIM(LILLY_PERSON_ID)) = UPPER(TRIM(customer_id))
group by h.COLORADO_OPT_FLG
union
select 'COLORADO'as flg_name, 'UNIVERSE',colorado_opt_flg as opt_flg,count(distinct customer_id) from src group by colorado_opt_flg

union all
select 'KAISER'as flg_name,'GCCP',h.KAISER_OPT_FLG as opt_flg,
count(distinct customer_id)
from src
left join 
(
SELECT *,
CASE WHEN UPPER(TRIM(KAISER_FLAG))='OUT' THEN 'YES'
     WHEN UPPER(TRIM(KAISER_FLAG))='IN' THEN 'NO' ELSE 'NO' END AS KAISER_OPT_FLG
FROM gccp
where TRIM(UPPER(level))='ENTITLEMENT' and TRIM(UPPER(entitlement))='COMMERCIAL'
)
 h on UPPER(TRIM(LILLY_PERSON_ID)) = UPPER(TRIM(customer_id))
group by h.KAISER_OPT_FLG
union
select 'KAISER'as flg_name,'UNIVERSE',kaiser_opt_flg as opt_flg,count(distinct customer_id) from src group by kaiser_opt_flg

union all
select 'VERMONT'as flg_name,'GCCP',h.VERMONT_OPT_FLG as opt_flg,
count(distinct customer_id)
from src
left join 
(
SELECT *,
CASE WHEN UPPER(TRIM(`STATE_OPT-OUT`))='OUT' THEN 'YES'
     WHEN UPPER(TRIM(`STATE_OPT-OUT`))='IN' THEN 'NO' ELSE 'NO' END AS VERMONT_OPT_FLG
FROM gccp
where TRIM(UPPER(level))='ENTITLEMENT' and TRIM(UPPER(entitlement))='COMMERCIAL'
) 
h on UPPER(TRIM(LILLY_PERSON_ID)) = UPPER(TRIM(customer_id))
group by h.VERMONT_OPT_FLG
union
select 'VERMONT'as flg_name,'UNIVERSE',vermont_opt_flg as opt_flg,count(distinct customer_id) from src group by vermont_opt_flg

union all
select 'AMA'as flg_name,'GCCP',h.AMA_PDRP_OUT as opt_flg, 
count(distinct customer_id)
from src
left join 
(
SELECT *,
CASE WHEN UPPER(TRIM(AMA_PDRP))='OUT' THEN 'YES'
     WHEN UPPER(TRIM(AMA_PDRP))='IN' THEN 'NO' ELSE 'NO' END AS AMA_PDRP_OUT
FROM gccp
where TRIM(UPPER(level))='ENTITLEMENT' and TRIM(UPPER(entitlement))='COMMERCIAL'
) 
 h on UPPER(TRIM(LILLY_PERSON_ID)) = UPPER(TRIM(customer_id))
group by h.AMA_PDRP_OUT
union
select 'AMA'as flg_name,'UNIVERSE',ama_opt_out as opt_flg,count(distinct customer_id) from src group by ama_opt_out",,,Not Applicable,SIT: Validate GCCP metrics in HCP Universec (OMNICHANN-3507)
79,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/data/Recent_Tactics_assignment/,recent_tactics_assignment,",",parquet,assigned_tactic,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"Select count(*) from (select A.*, tactic_start_date,tactic_end_date from
(select assigned_tactic,count(*) from src group by assigned_tactic) A
left join cap_extract on assigned_tactic = verso_tactic_id
where from_unixtime(unix_timestamp(tactic_start_date,'MM-dd-yyyy'),'yyyy-MM-dd') < date_add('current_date', -28))abc",,,Tactic Start date less than posted date minus 28 days,
80,Post,NBA_DERM,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/data/NBA_DERM/ml_models/nba/TALTZ_DERM_3D/nbaDemographic/,demog,",",csv,,Custom_Query,Daily,Active,NA,NA,NA,prerequisite condition,"select  sum(MCE_SEGMENT_PSO_CONFINED_ADVOCATES), sum(MCE_SEGMENT_PSO_PRACTICAL_TREATERS),
sum(MCE_SEGMENT_PSO_PSORIATIC_EXPLORERS), sum(MCE_SEGMENT_PSO_UNKNOWN),sum(TALTZ_PSO_BRAND_TARGET_SEGMENT_CRITICAL), sum(TALTZ_PSO_BRAND_TARGET_SEGMENT_LOW),
sum(TALTZ_PSO_BRAND_TARGET_SEGMENT_MEDIUM), sum(TALTZ_PSO_BRAND_TARGET_SEGMENT_NON_TARGETS), sum(TALTZ_PSO_BRAND_TARGET_SEGMENT_HIGH) from src",,,Not Applicable, Validate distinct LOVs #1
